user_id,area,age_group,gender,main_service,service_count,total_satisfaction,ux_satisfaction,content_satisfaction,price_satisfaction,continue_intention,nps_score,cluster
180,3,2,22,22,3,9,6.625,8.666666666666666,7,10,9,0
181,6,1,32,17,3,8,6.75,8.666666666666666,7,8,8,1
182,3,2,58,5,1,8,8.0,7.666666666666667,8,9,8,1
183,6,1,47,5,1,8,6.875,6.333333333333333,7,8,7,1
184,3,1,26,5,1,9,8.125,8.0,9,8,9,1
185,5,2,20,17,1,10,6.625,8.0,7,9,5,1
186,3,1,26,5,1,10,9.125,10.0,10,10,10,2
187,4,1,47,11,2,7,3.625,6.666666666666667,8,8,7,1
188,3,1,46,17,3,8,8.125,8.333333333333334,9,8,8,2
189,3,1,46,5,11,10,9.75,9.666666666666666,10,10,10,2
190,3,1,25,17,1,7,7.0,7.0,7,7,7,1
191,6,2,26,17,1,8,6.5,6.333333333333333,7,9,8,1
192,3,1,23,20,2,7,6.625,6.333333333333333,7,7,7,1
193,3,1,58,5,2,8,7.875,8.0,8,8,7,1
194,8,1,56,5,1,7,7.25,7.666666666666667,7,9,7,1
195,7,2,29,5,1,8,8.25,8.0,7,7,7,1
196,6,1,62,5,1,8,7.875,7.666666666666667,8,9,8,1
197,5,1,62,20,1,7,7.375,7.666666666666667,7,8,6,1
198,8,2,27,17,1,7,7.625,5.666666666666667,7,7,5,1
199,3,1,28,5,1,9,8.0,8.333333333333334,8,8,8,1
200,5,2,20,17,1,9,7.25,7.333333333333333,7,6,7,1
201,1,1,71,17,4,8,7.75,8.0,8,8,8,1
202,2,2,45,17,3,10,10.0,10.0,10,10,10,0
203,6,1,55,17,2,8,6.25,6.666666666666667,6,8,6,1
204,3,1,52,5,1,8,8.25,7.666666666666667,8,10,8,1
205,8,1,49,5,1,7,6.75,6.666666666666667,6,7,6,1
206,3,2,21,17,1,8,7.125,7.0,8,7,7,1
207,1,2,33,5,1,10,9.125,10.0,10,10,10,0
208,8,1,48,17,1,9,9.0,8.333333333333334,9,9,9,2
209,3,1,51,5,1,7,6.0,7.0,7,7,6,1
210,3,1,72,5,1,7,6.625,5.666666666666667,7,7,5,1
211,3,2,23,6,1,5,6.0,7.333333333333333,6,4,6,3
212,3,1,21,11,1,8,8.125,8.0,8,8,7,1
213,3,1,52,22,2,6,6.0,6.0,6,6,6,3
214,1,2,27,17,2,9,9.125,10.0,8,7,7,0
215,6,2,36,20,1,7,7.75,7.666666666666667,7,8,7,1
216,3,1,41,5,3,10,10.0,10.0,10,10,10,2
217,2,1,36,5,2,10,7.0,8.333333333333334,7,9,8,1
218,3,2,49,17,2,8,7.375,7.666666666666667,8,9,8,1
219,3,1,49,5,2,10,6.875,6.666666666666667,8,10,9,1
220,3,2,26,5,7,8,7.375,7.666666666666667,8,8,7,1
221,6,2,30,22,1,7,6.25,7.666666666666667,6,7,6,1
222,3,1,60,5,1,6,2.25,1.0,1,1,1,3
223,3,2,30,5,1,8,5.25,6.0,5,9,10,1
224,5,2,49,17,1,8,7.625,7.0,8,8,7,1
225,3,2,36,5,2,7,6.0,7.0,6,8,8,1
226,5,1,51,11,2,9,9.0,9.0,9,9,9,2
227,3,1,25,22,6,9,8.0,8.333333333333334,8,8,8,2
228,1,2,67,17,1,8,8.75,8.0,8,6,8,1
229,6,1,61,5,1,9,7.875,6.333333333333333,6,10,8,1
230,6,1,52,5,1,10,10.0,10.0,10,10,10,2
231,8,1,50,5,1,7,6.625,7.333333333333333,9,7,7,1
232,5,2,34,11,1,8,5.625,7.666666666666667,8,8,5,1
233,3,1,62,5,1,7,5.875,5.666666666666667,6,5,4,3
234,1,1,25,5,1,8,7.875,8.666666666666666,8,7,8,1
235,7,1,72,5,1,8,9.0,7.666666666666667,8,8,6,1
236,4,1,34,36,1,10,9.375,10.0,9,10,10,2
237,2,2,31,5,1,9,7.625,7.333333333333333,7,8,7,1
238,3,2,29,5,1,8,5.75,7.0,10,10,8,1
239,3,2,54,11,2,8,9.625,8.0,10,10,9,0
240,6,1,22,15,2,10,8.75,9.333333333333334,8,10,9,2
241,5,2,53,22,1,6,5.0,6.0,4,6,4,3
242,7,1,67,22,1,6,4.875,4.666666666666667,4,5,5,3
243,5,1,49,5,1,6,5.75,7.0,7,7,7,1
244,3,1,35,5,25,10,9.375,9.333333333333334,10,9,9,2
245,3,2,47,20,1,9,8.0,6.333333333333333,9,10,7,0
246,8,1,38,5,1,8,8.0,8.0,8,8,8,1
247,7,2,30,5,1,7,6.625,5.333333333333333,7,7,7,1
248,3,2,57,5,2,8,7.5,7.333333333333333,7,7,7,1
249,8,2,32,17,4,10,8.25,8.333333333333334,9,8,9,0
250,4,2,29,20,2,10,9.375,9.0,8,10,9,0
251,3,2,28,5,3,10,8.25,9.333333333333334,8,9,9,0
252,6,2,45,17,2,10,8.375,8.0,8,8,7,0
253,3,2,56,17,3,7,9.375,7.666666666666667,7,7,5,1
254,3,1,52,36,1,8,5.5,1.6666666666666667,8,10,3,3
255,3,1,39,5,1,5,5.0,5.0,5,5,5,3
256,4,2,27,17,2,7,6.375,7.0,7,7,7,1
257,5,2,26,15,2,9,8.75,9.0,9,9,8,0
258,2,2,50,17,2,10,9.0,9.333333333333334,8,10,9,0
259,5,1,24,5,3,10,9.25,8.0,8,10,10,2
260,2,1,26,22,1,9,8.5,8.666666666666666,9,10,7,2
261,3,1,47,20,1,8,8.25,10.0,9,8,8,2
262,6,1,28,5,1,7,6.125,5.666666666666667,6,6,2,3
263,3,2,29,5,2,8,5.375,4.333333333333333,6,7,5,1
264,3,1,57,22,3,9,6.125,8.0,8,9,6,1
265,8,1,29,17,1,8,6.25,7.0,7,8,8,1
266,3,1,28,5,1,7,6.125,6.333333333333333,6,5,6,1
267,6,1,41,5,2,10,8.625,8.0,8,7,8,1
268,7,2,37,4,2,8,8.625,7.0,3,9,7,1
269,6,2,52,5,1,7,7.25,5.0,8,7,7,1
270,6,2,22,5,1,10,8.125,7.0,8,10,9,0
271,6,1,36,5,1,8,7.0,7.0,7,8,8,1
272,3,1,45,5,1,8,7.125,6.333333333333333,8,7,7,1
273,6,2,43,17,2,5,6.625,6.666666666666667,5,6,6,3
274,3,1,24,11,1,8,6.125,6.333333333333333,9,8,8,1
275,3,1,19,5,1,7,10.0,9.0,8,5,8,1
276,6,1,66,5,1,7,6.75,7.0,7,7,6,1
277,3,2,60,17,2,8,7.625,8.0,9,9,9,0
278,3,1,28,5,4,9,8.25,9.0,8,9,9,2
279,3,1,33,5,1,8,6.5,7.0,7,6,7,1
280,5,2,26,20,2,8,7.875,7.0,7,9,8,0
281,7,2,26,5,1,8,6.25,7.0,7,8,7,1
282,2,2,59,17,5,8,7.125,7.666666666666667,7,9,9,1
283,6,1,53,17,1,8,9.375,9.666666666666666,10,10,10,2
284,3,1,61,5,1,9,8.5,9.333333333333334,10,10,8,2
285,4,1,45,17,3,8,7.0,7.333333333333333,8,8,6,1
286,6,1,59,9,3,7,4.75,4.333333333333333,5,6,6,3
287,2,1,25,22,1,8,7.75,8.333333333333334,7,8,7,1
288,3,2,43,5,13,9,8.75,8.333333333333334,8,9,8,2
289,3,1,33,5,2,9,8.0,8.0,8,10,9,1
290,3,2,55,5,1,6,5.875,6.0,9,9,5,1
291,3,1,28,15,1,10,10.0,10.0,10,10,10,2
292,3,2,53,5,2,10,8.375,8.666666666666666,10,9,8,0
293,5,2,25,11,1,8,7.625,8.0,10,8,8,0
294,3,1,30,5,1,8,7.625,7.333333333333333,8,9,7,1
295,6,1,35,5,7,10,9.25,9.666666666666666,9,10,10,2
296,6,2,51,5,2,8,8.375,5.333333333333333,10,10,6,1
297,6,2,58,5,35,7,7.625,7.666666666666667,7,7,7,2
298,6,2,52,5,4,10,10.0,10.0,10,10,10,0
299,6,1,37,17,2,8,7.125,6.666666666666667,8,7,7,1
300,3,2,26,17,1,6,5.625,5.333333333333333,5,6,5,3
301,6,1,23,5,1,8,8.625,7.333333333333333,7,9,8,1
302,3,1,31,5,1,10,7.375,6.666666666666667,9,8,8,1
303,3,2,25,5,1,10,8.25,10.0,10,10,10,0
304,2,2,39,34,1,8,7.0,6.333333333333333,5,6,7,4
305,3,1,54,17,4,10,9.0,10.0,10,10,10,2
306,6,1,47,17,1,7,6.25,6.0,6,6,6,3
307,3,1,25,5,2,8,7.75,8.666666666666666,9,8,8,1
308,4,1,57,5,4,10,10.0,10.0,10,10,10,2
309,3,2,33,5,1,10,8.75,8.333333333333334,10,10,10,0
310,3,1,49,5,1,8,7.0,6.333333333333333,8,8,8,1
311,3,1,28,9,3,7,6.375,6.333333333333333,7,7,7,1
312,7,2,25,11,2,8,6.5,7.333333333333333,8,9,8,1
313,3,2,52,5,1,7,7.875,8.666666666666666,8,7,7,1
314,3,1,44,9,4,7,5.0,5.333333333333333,4,10,8,1
315,3,1,45,5,2,8,7.5,7.0,8,8,7,1
316,3,1,57,5,1,8,7.125,8.0,8,8,7,1
317,3,1,49,5,1,6,5.875,5.666666666666667,7,5,1,3
318,4,1,41,5,5,10,9.0,9.0,9,9,9,2
319,3,2,24,22,3,10,9.25,9.333333333333334,9,10,10,0
320,3,2,21,5,2,9,8.5,7.333333333333333,10,10,9,0
321,3,2,28,5,1,9,9.125,9.333333333333334,9,8,8,0
322,3,2,24,5,1,7,7.875,8.333333333333334,6,8,7,1
323,5,2,44,17,3,6,6.5,7.0,5,6,8,1
324,6,1,27,5,1,9,7.25,7.333333333333333,8,9,9,1
325,3,1,46,5,6,9,8.375,8.0,9,8,8,2
326,6,1,32,5,2,7,5.875,5.0,4,7,6,3
327,7,1,30,5,1,9,7.5,7.0,7,9,9,1
328,6,2,63,17,2,8,9.25,10.0,10,10,9,0
329,3,1,43,5,2,9,6.625,6.333333333333333,9,9,8,1
330,8,1,48,17,2,8,8.0,8.666666666666666,7,9,8,1
331,8,1,43,5,2,6,6.0,5.666666666666667,6,6,6,3
332,8,1,23,17,3,9,7.375,7.333333333333333,7,8,8,1
333,3,2,29,20,4,9,8.0,9.0,9,9,8,0
334,5,2,37,17,4,10,9.0,8.0,9,10,9,0
335,5,1,47,5,1,8,9.625,6.0,6,8,7,1
336,3,2,31,5,1,10,9.125,7.666666666666667,7,6,10,0
337,4,1,45,17,1,9,7.625,8.666666666666666,9,8,5,1
338,8,1,58,5,1,10,10.0,10.0,10,10,10,2
339,1,1,41,5,1,6,6.125,6.0,8,8,6,1
340,3,1,72,17,2,8,9.5,9.333333333333334,10,10,10,2
341,3,1,45,17,2,9,7.5,8.0,8,9,9,2
342,6,2,35,5,1,9,8.125,8.0,8,8,8,1
343,7,2,28,12,2,8,8.125,8.333333333333334,8,8,8,0
344,3,2,41,5,1,8,6.75,6.333333333333333,6,7,7,1
345,2,2,32,5,1,8,7.25,6.333333333333333,8,8,8,1
346,3,2,49,5,1,8,7.875,7.0,8,9,9,1
347,8,1,29,20,1,8,7.375,8.0,8,8,8,1
348,2,2,49,5,1,9,7.375,7.0,6,9,8,1
349,7,2,28,15,2,9,8.625,10.0,10,10,9,0
350,6,1,59,5,1,8,7.625,7.666666666666667,8,8,8,1
351,6,1,26,9,1,7,6.0,6.0,6,7,7,1
352,6,1,50,5,4,9,7.5,7.333333333333333,9,9,8,1
353,6,1,57,5,1,7,6.0,5.666666666666667,7,7,6,1
354,7,1,49,17,4,10,10.0,9.666666666666666,10,10,10,2
355,4,1,51,5,1,7,6.875,6.0,5,7,6,1
356,6,1,55,12,1,7,6.875,7.666666666666667,7,8,5,1
357,3,1,30,5,1,8,6.125,6.666666666666667,4,7,6,1
358,3,2,28,5,1,8,8.375,8.0,9,9,9,0
359,6,2,28,5,4,10,9.625,9.666666666666666,9,10,10,0
360,3,1,35,5,6,9,8.125,7.333333333333333,8,9,9,2
361,8,1,34,5,10,9,8.375,8.333333333333334,7,9,9,2
362,1,1,36,5,2,10,6.125,8.0,10,6,8,1
363,6,2,27,5,1,10,6.375,7.333333333333333,7,7,5,1
364,8,1,38,11,1,8,6.375,7.666666666666667,8,8,6,1
365,3,1,44,11,1,8,6.0,6.0,6,6,6,1
366,8,1,37,17,2,9,7.0,8.333333333333334,8,10,9,2
367,6,1,60,17,2,3,4.25,4.333333333333333,3,1,2,3
368,2,2,26,5,1,7,6.375,6.0,6,6,7,1
369,3,1,42,5,1,9,8.625,8.333333333333334,8,10,8,2
370,3,2,39,5,2,8,7.75,7.666666666666667,8,8,8,1
371,3,1,29,17,2,8,8.125,8.333333333333334,8,9,8,1
372,3,1,26,17,1,5,5.625,6.333333333333333,5,5,5,3
373,3,2,25,5,1,9,10.0,9.0,8,9,9,0
374,6,1,23,5,6,10,9.75,10.0,9,10,10,2
375,3,2,31,20,2,8,6.875,7.666666666666667,7,8,8,1
376,3,1,53,29,20,8,8.125,8.333333333333334,8,8,8,2
377,3,1,28,5,2,9,9.0,9.0,9,10,9,2
378,7,1,36,11,2,8,6.875,6.666666666666667,10,9,8,1
379,8,1,51,5,1,5,5.0,5.0,5,5,5,3
380,3,2,35,17,9,9,8.125,8.333333333333334,9,9,9,0
381,1,2,31,17,4,8,8.125,7.666666666666667,8,9,8,0
382,8,1,48,5,3,8,6.75,8.0,9,10,10,1
383,7,1,26,2,2,10,7.25,8.666666666666666,10,10,10,2
384,6,1,44,11,2,10,8.0,9.333333333333334,9,10,6,2
385,6,1,51,5,2,7,6.0,5.333333333333333,10,10,6,1
386,1,2,21,5,1,8,8.125,7.0,9,9,7,1
387,6,2,58,5,1,9,8.625,6.0,6,9,8,1
388,7,1,26,5,2,8,6.125,7.666666666666667,7,8,6,1
389,7,2,58,17,3,6,6.25,5.0,5,7,6,3
390,5,1,51,15,2,8,7.375,7.666666666666667,7,9,6,1
391,3,2,27,5,4,8,7.75,7.0,7,10,8,1
392,6,2,56,5,1,8,9.25,9.0,9,9,9,0
393,6,1,50,5,1,8,8.625,8.666666666666666,9,8,8,1
394,5,1,29,5,1,9,9.0,9.666666666666666,9,8,9,2
395,3,1,49,17,1,6,5.375,6.666666666666667,5,6,6,3
396,8,1,49,5,5,9,7.5,7.0,8,8,8,1
397,8,1,59,5,1,6,6.5,6.333333333333333,6,6,6,1
398,3,1,68,9,2,7,6.5,5.0,5,5,5,3
399,5,1,28,17,3,9,9.25,9.666666666666666,9,9,10,2
400,3,1,26,22,4,6,5.375,5.666666666666667,6,6,6,3
401,3,1,52,5,3,8,8.0,8.0,8,8,8,1
402,6,2,28,5,2,6,6.25,6.666666666666667,7,6,5,1
403,6,1,48,5,1,9,7.5,7.666666666666667,8,8,8,1
404,3,1,45,4,6,7,7.0,6.666666666666667,7,8,8,1
405,6,1,59,5,1,8,8.125,9.0,9,9,8,1
406,6,2,44,5,1,10,9.25,8.666666666666666,10,10,10,0
407,3,1,59,5,1,7,7.5,5.666666666666667,8,10,8,1
408,8,1,26,5,1,9,5.625,7.0,7,8,8,1
409,3,1,54,5,1,7,5.375,3.6666666666666665,6,7,6,3
410,3,2,22,5,1,10,5.5,7.0,7,8,8,1
411,5,1,30,17,3,9,10.0,10.0,10,10,8,2
412,3,2,23,6,11,9,8.125,8.0,9,8,8,0
413,5,1,29,11,2,9,7.5,9.0,10,9,8,2
414,1,2,35,5,2,10,8.625,10.0,10,10,10,0
415,5,1,41,5,2,7,6.25,7.0,6,6,7,1
416,8,2,43,4,4,8,8.5,8.0,8,8,8,1
417,3,1,51,17,2,7,6.625,6.0,4,6,6,3
418,5,1,42,5,1,8,7.25,7.0,7,8,8,1
419,6,2,37,4,1,5,6.25,5.666666666666667,5,5,7,3
420,8,1,57,5,5,9,7.75,8.0,6,7,8,1
421,4,2,27,15,2,9,8.0,9.333333333333334,8,8,10,0
422,6,1,41,17,3,8,8.625,7.333333333333333,8,8,7,1
423,3,2,49,5,3,8,8.0,8.0,8,8,8,1
424,5,1,50,5,2,8,6.5,6.0,7,7,7,1
425,5,2,25,5,1,8,7.25,6.333333333333333,7,7,7,1
426,6,1,55,5,1,10,10.0,8.0,10,8,8,2
427,3,1,21,9,2,9,7.5,7.666666666666667,7,8,8,1
428,7,1,31,5,3,9,9.125,9.333333333333334,10,10,9,2
429,3,1,60,5,1,9,7.875,7.666666666666667,7,9,8,1
430,5,2,28,20,4,8,7.75,6.666666666666667,7,8,6,1
